student_id,attendance_rate,avg_assignment_delay,lms_login_per_week,study_hours_per_week,grade_average,sentiment_score,stress_level,sleep_hours,extracurricular_participation,burnout_score,burnout_level
27,51.98042692950158,7.3082096498072975,7.939843244149483,34.99064250215974,85.4419556676371,0.8244592439992,7.742040211232836,6.944358236967979,5,56.63421893409135,Medium
28,70.8540663048167,9.812970904972467,3.126339414177217,5.156103402939958,52.51978947006658,0.7855918791797716,6.086559306015437,3.093883907652396,4,60.43053483876528,Medium
29,75.54487413172255,2.565300624442478,14.759018947951843,28.79987210509785,68.8439990221762,0.30780229273851467,5.0310221036001685,3.3862493010902375,4,33.96004287818851,Medium
30,42.78702476319987,6.5417460147407445,7.209490102831078,4.046624784524129,84.3353211378411,0.3444682996012103,3.783419909129707,3.5979669163874917,5,53.85992826355846,Medium
31,76.45269111408629,1.9809763275974013,13.42541650458265,24.925514149913013,59.44126113206083,-0.9893217160606229,5.521586750591821,5.513962111861386,1,50.32957172410665,Medium
32,50.23144742123749,5.653302545716099,5.412878839635313,14.242691964765793,75.32153003514836,0.9697431322272041,4.0481164401132785,7.888777035959857,1,40.75827003632933,Medium
33,43.90309557911677,4.639324866883362,1.6245926961334534,31.55655851863468,53.5097365726848,0.7556652071516288,7.813106809726243,8.329067462270295,5,55.59018972631995,Medium
34,96.93313223519999,9.72005329631537,19.851635909755267,9.347617953014545,46.010369495248796,0.790212451460184,5.89504326843377,4.4688644403654045,0,50.616854888419226,Medium
35,97.93792198447356,6.085272726964666,3.1240301586119856,25.568073175598393,83.69113238010709,0.3184890741017439,8.891629967387008,6.446218345434084,2,57.06337036353325,Medium
36,88.50384088698766,3.495063720868188,19.768419879269622,9.427301383035399,45.44327428747887,-0.31042614269092694,5.891895231844979,7.610189956155603,1,51.27042468581022,Medium
37,58.27682615040224,1.1409578488793337,19.545598651328945,28.54641132448615,54.925976729377155,0.7872972981809616,3.1443617200593703,4.732976579517652,1,20.568565250893837,Low
38,45.86032684038303,1.5124682873493456,15.876362078160792,34.94712138242995,87.03101820985921,-0.4169661436976153,8.6598269400893,5.454046420417639,5,63.99146122626899,Medium
39,81.05398159072942,2.2531692995123507,13.18845924163995,5.072071965070402,59.0558107893267,0.12542308668440572,6.014971404370395,6.143845216114284,5,48.38250650341708,Medium
40,66.40914962437608,2.50966661340298,11.556141005021694,34.66382754382014,93.51749422327886,-0.8005380553122352,2.861569343292051,3.8092490784482864,2,34.181899979468724,Medium
41,47.32229409068673,8.506160578411379,17.322030907556695,23.743010176571918,93.88538841256229,0.8439112602655003,6.611570289605999,3.155893762354682,2,58.67645476143198,Medium
42,69.71061460667622,5.612227882825249,5.788790432389758,5.084419634680959,54.75518112494562,-0.7184590844575733,4.219450884481848,3.9168348559096993,4,57.91000055173314,Medium
43,42.063311266913104,5.233909113743664,9.35362424969754,17.10167421438848,42.253802223743975,-0.5502063885391855,8.599650510628592,6.7611217275212,5,81.0317375633821,High
44,94.55922412472692,1.1476887186921747,12.387799387330038,6.434411739403916,78.77848063129585,0.11626831625642997,5.079697647818885,3.4417095692020903,1,37.08664083386256,Medium
45,55.52679889600101,8.60139693349435,8.223809517389821,28.01391555466278,64.80425764565891,0.5281860004259631,7.537972222966751,4.13817818910077,3,63.25172053090256,Medium
46,79.75133706123893,7.228143032084837,8.54972908180536,30.354725376717987,45.5414064177767,0.2387026118725979,1.8598258687261344,5.027123314171822,3,26.057265726746643,Low
47,58.70266456536466,0.6766836190000158,6.605693350041689,4.231860810911958,78.91375504379235,-0.5357321743996877,4.564219116721116,3.467220385838198,0,50.611157762757884,Medium
48,71.20408127066865,7.078350972297686,11.28463633369072,20.245594107785774,41.714620001155666,-0.9981139149450193,9.849172928251589,4.150195626969807,1,87.32458593472543,High
49,72.80261676059678,5.4353821734264605,17.01149056030232,32.58500224103669,87.86081797707331,0.5143011606148784,8.276142605294336,8.467618733901066,3,54.2265903998793,Medium
50,51.091267331531625,0.8172534574677826,4.030567560126257,37.446521662039856,47.62588910123171,0.9704146518221874,2.439467221302358,3.115794793361909,1,12.591538194621476,Low
51,98.17507766587352,4.583006415286564,18.68866077506883,20.540714669670802,47.00215333106988,0.6198262406121808,3.4998764452952957,6.920591545046173,5,24.1255142451537,Low
52,86.50796940166687,4.8469628713004695,13.781753074964593,38.01116894445628,49.66197638827215,-0.07958676368676931,3.9683422797072496,5.306453585491109,1,30.71265042841614,Low
53,96.36993649385136,1.6577454016327575,16.465464253600604,21.42755881824119,92.81464971706366,0.8075345227982131,6.853290044459011,7.035892436594227,3,33.809112489824585,Medium
54,93.68964102565893,9.456981470002823,11.123813852600232,15.767619783996318,78.12431481396153,-0.18030465376329996,7.8129528354069,6.532150322180428,1,68.77397835742907,High
55,75.8739987286651,8.49975371480662,15.59033402848127,33.92812514211582,84.07543445050001,0.049868168486935094,7.745739479271188,4.340992526127866,2,61.46909792486087,Medium
56,95.312454101387,6.690223373291083,0.3240079467893442,19.719308418323564,61.86992421530142,-0.04574046520863351,5.5888665067576255,8.083256925440331,0,47.74584992939746,Medium
57,45.30955012311517,4.622955610006072,16.367608495590705,18.876100422580922,58.49720001277255,-0.1047522546689501,8.297384840543362,5.95164229565614,4,71.86988398467476,High
58,51.75897174514871,4.1176554158450855,0.8027771817073304,19.612499576393134,52.89662037307435,0.5503815385878115,4.933702744817276,7.935216113480831,3,44.09395306081497,Medium
59,42.71363733463228,6.509734671509541,17.79826752725725,33.87140007478982,66.43564155718249,0.053537814538983985,2.1149250876600574,5.436075217129315,5,36.24080747942317,Medium
60,59.519819845795865,5.4543186940690545,19.839254944772865,33.27766166752208,70.35058034437927,-0.36656575594956786,6.07997657488432,8.908113323491435,4,55.20641827231313,Medium
61,63.320637381368925,0.6227310588188562,5.881349243535556,16.140799697608447,74.74761640090155,-0.48368366468304336,9.57071246140996,7.622936151007778,0,70.47253515945614,High
62,56.28094190643375,5.125026487703317,4.206371125715873,13.331994394821,54.1415177199282,-0.9245053660651332,8.136942862532603,8.79570123067544,2,80.04934297912511,High
63,89.72425054911577,8.064036172328395,15.307267277160815,19.677120961565173,92.1759744496645,0.16639032376609197,6.208305829230182,6.085958873459153,2,53.1769163016205,Medium
64,61.40519960161536,4.59239877596958,5.060526818405064,22.91090038948436,49.33671740139247,-0.5400771691979316,6.821250943141872,5.842146793744202,2,62.749532091970885,Medium
65,56.85607058124285,0.5195657755426841,17.31124766344407,9.533488425119877,93.11092461215267,-0.7037321559672338,9.375058243320154,7.532722855951548,2,75.8754555545479,High
66,72.56176498949492,7.862781993840331,2.056851843149534,31.758203388623624,40.81708673791271,0.3076599276553553,4.855085149914644,8.28174757808058,3,43.84974687894284,Medium
67,48.45545349848576,2.013637821359744,2.519103927587165,19.459310629296915,66.46191304992651,0.3624185156430977,3.9825472504837363,8.784874775193348,3,37.537345116061374,Medium
68,88.13181884524238,2.5862083488803878,19.583031102012313,13.361821936798384,58.33523109641095,0.5043097845153319,9.79517408500404,4.947311436194998,1,59.90796837256755,Medium
69,44.47303862078625,1.647063534322959,13.476777965400093,4.2728397185596245,64.70178776616379,0.0071537926771829685,8.770988201593001,7.792227443055833,5,72.90877536898854,High
70,99.21321619603104,3.302150648714975,16.937744488579057,9.553806416144276,71.3865518439434,0.7881092104077732,3.9073922615674217,4.26387358581322,1,25.873976805288336,Low
71,86.33468615779944,7.56751505688635,6.486587547030361,37.97124687023935,63.957403690698996,0.8726855067964556,5.174025376248306,6.273446080472672,5,32.83277361752097,Low
72,51.92294089205035,5.193858595039373,13.529674990412088,12.203987472781064,62.81657676658772,0.6147418795849788,4.735703161070191,4.0790888904551945,0,47.53675891347712,Medium
73,40.331327027416144,2.048812741507126,11.884836546171943,6.754371574681413,80.29978784773186,0.27118696401637443,2.341861108042905,5.084384170502033,1,37.08755884913388,Medium
74,88.92768570729005,8.778300781520409,12.06300240245894,18.42691166619973,77.72319512975555,-0.39255809281762266,9.620373914319332,8.588150203238754,0,79.34296736944397,High
75,82.41144063085703,8.795818549515293,13.650649190754432,12.283509734409947,85.82992051197164,0.9658898432404424,4.638811880977829,3.8765441986385163,0,42.83784134393118,Medium
76,83.74043008245924,8.70578425046007,11.50718346258197,1.4063700108477661,53.74774396817226,-0.4517276656161233,8.87796174374117,6.7944053708111785,0,84.01032973370774,High
77,86.27622080115674,2.3879621138153926,8.581247386053318,12.925808691176691,73.5240680364735,-0.5946861560191379,2.7042060491259856,6.55772563756442,2,34.28366647747634,Medium
78,44.442679104045425,4.512393441809881,5.518453887610937,21.764344957578743,72.18571319660697,-0.11569177242683448,5.930837295734978,3.724430116253919,4,58.32406917844226,Medium
79,61.507943712656356,9.849896561408752,15.37162661826404,22.068494880798678,60.33557959799788,-0.8863188585752231,1.2156524661184283,4.955874262612873,4,48.19971890558428,Medium
80,46.95214357150778,7.7201247630999035,4.525448600063724,14.262356847075548,66.73316480464746,0.9569889293435816,7.877984354580777,6.377889027091594,3,66.37095025979811,High
81,91.78620555253562,0.2716742122555982,13.847086123088284,17.892110250104025,57.25801788181508,0.17686711283284962,6.228225084216505,4.123071653930942,0,36.85532808346168,Medium
82,77.39788760965348,0.6520459126049205,4.666656452986533,38.62071672939066,47.801441868934184,0.1139041833283505,6.630306251227774,7.803741938476892,2,36.03547475625096,Medium
83,59.85388149115895,4.639313768123328,12.506603399089078,15.093939089212466,51.7590665864503,0.3115925597994398,1.465487942991881,8.832939057208499,1,29.03790130113342,Low
84,43.81350101716142,9.092202058615602,14.941565342580578,10.32907253039932,45.80325055206606,-0.0059527044455867095,2.8993449718775386,4.288556399774833,1,55.52233842060955,Medium
85,58.65893930293973,5.387017979527142,4.374277778130784,9.738681762670405,77.56882663545683,-0.9358729658109168,1.6689778511822215,4.121471788743456,3,47.32457697725401,Medium
86,59.51099932160482,4.9781250803429025,1.1988660172261656,18.310584508165366,76.34000662100334,0.22462257768079352,3.600228842234306,5.729610430784668,3,40.77525664887701,Medium
87,83.77637070028385,1.0547369995663058,2.6194748598834816,30.38080594867776,92.283350436893,0.4323477539128613,6.646951069139359,7.486591662840193,0,35.189066333513225,Medium
88,78.25344828131279,6.5678010472429404,12.119939345420509,8.239527367538928,80.13231275059827,-0.1665018787518937,6.095673858856377,4.689603661411509,0,60.50459433428614,Medium
89,93.23276455457959,8.221031606002255,16.98892812451471,28.371845085630724,42.86252113158723,0.5145911441423858,6.509348394520512,3.119279452183682,1,47.04368240361123,Medium
90,68.33289550971696,3.8042000750756233,0.8999364247084873,0.8459929339766514,88.63348456609248,-0.5459974013231588,5.943261442401049,6.247323768197363,1,63.42125227603518,Medium
91,47.1756547562981,7.756118509253275,14.683025180832924,16.75731911935784,87.44713396201492,-0.557446817867632,3.4572591610827343,8.739603406603845,1,58.040165729301684,Medium
92,82.7946872333797,9.644766539008117,6.8263729190010425,31.034602608111474,64.38261764249843,-0.6771660246248521,3.200567476099827,5.347661132441673,1,46.86617326619449,Medium
93,85.64710291701385,2.037664591276891,9.57056739839045,13.549318230977256,72.22246777903568,-0.2560104804216763,2.2335371518292315,5.520807325098603,4,27.39253177284919,Low
94,73.67663185416978,5.233296311947413,18.577190996911312,22.549484057815977,93.68430828598854,0.6940240707781671,8.64163787413143,8.813410302684227,0,57.57939945513883,Medium
95,86.25803079727366,2.8713795808457556,6.639430094716909,8.199169313036432,69.27674001164914,0.6558241242981286,6.5483142268712005,7.16764566976037,0,44.28566923911095,Medium
96,69.62773578186344,7.9285441903383935,9.30673867878972,29.679815645046894,89.79270056068493,-0.2343515840729924,2.678599112536538,7.315031537052751,1,39.812821895195675,Medium
97,71.36396976291965,5.775933658811575,0.2736482952136221,2.0911641307503848,44.567131679560255,0.17823747196047313,2.594884418391156,6.376212032226405,2,40.93575093509589,Medium
98,65.65246110151298,6.345824175503037,1.6319744000967673,34.10170579502002,50.50785277897756,0.44163263294983124,8.85732041373523,8.84765526517945,1,61.28161818899996,Medium
99,41.52514760464571,7.979141596158941,5.1718318226956805,7.927855456866726,64.24152188927248,-0.517586450743954,7.684577773869874,7.1331989065533365,5,85.43423478676466,High
100,46.473485619598264,3.959704726624549,0.5570448164214881,34.97592126833323,72.16162445855176,-0.6637178282105058,6.934591719148343,8.370196509631016,3,62.48124320900821,Medium
101,41.885751141204054,9.150900684070432,12.627506520965019,14.101169652020694,84.89253185245401,0.944191986424622,4.661776967853698,7.196273194399327,5,53.931535394782834,Medium
102,78.18462467582683,5.3302886724614,8.527967136032451,28.907342978979464,94.35441633287527,0.23511462641923697,3.357780078506658,7.410694949042376,2,30.98925622481123,Low
103,58.8613588645796,1.57954822835348,10.96290405456044,12.769011911447539,61.3868323060764,0.9628314436673278,9.815056868015414,4.742465532853479,3,61.00847596997727,Medium
104,70.51424146988217,6.958991181688025,3.492943717926591,36.236466849385906,42.60785998770467,-0.3244880257355418,8.175156175205203,4.820872188082914,2,64.94090403272875,Medium
105,94.45398843556558,7.9326135043825445,5.918640588732322,5.065485020734974,84.06443268124286,0.406063399948263,3.716013008226488,7.697907897456175,3,41.73181229395149,Medium
106,54.9575337489325,3.1676167706752665,13.276489497054502,7.140791570903948,73.24093954955444,-0.5547927269175246,8.628083166506453,4.780237735019398,1,77.40201187262026,High
107,64.62297538213778,8.57179256998753,19.306054472607997,19.721205006352093,50.91985723775109,-0.47759965745217414,7.8303875375321335,6.37662042480919,1,76.25362983528035,High
108,85.33306831258292,9.061432547657663,1.008335472044184,3.277537561525845,67.2155651141781,0.023804242539247955,3.6737249489019854,4.496113865440211,2,51.057297725263204,Medium
109,53.72788992949735,2.769044873778089,17.807686417105323,7.839207388070477,80.82706350435484,-0.36076374898385755,4.838975688174758,7.901900284854417,3,54.523177420081076,Medium
110,44.61879458972758,9.83521472715222,11.537624026224169,37.75065528848057,82.37264828877541,-0.6647568723188311,2.67358100851924,3.66300810736614,4,51.78012209384128,Medium
111,57.38508717482608,1.4071152804875842,11.278391335112474,39.059586445915485,67.47901265993191,-0.474238596021348,1.9994719994029841,7.976679838569987,2,24.484771538092204,Low
112,49.67327723524026,2.0201566840249,10.005570704155208,15.050373173216878,56.78679915708725,-0.9285032110682707,7.504858295557271,6.616378803045611,2,71.24920169632017,High
113,95.78185914055439,1.8422483923802613,1.3878817180836678,36.93144084055743,93.55584201211714,0.4088472429549732,3.4076067161848,4.121457208962464,5,14.206005357379512,Low
114,88.48722277386501,8.939897100078705,1.7975370347232134,21.79298702693727,76.4849436026071,-0.015766685828276783,8.380534291716282,6.2522123130367095,0,67.9275005515216,High
115,78.00422539062541,6.542925523249618,12.018240113181722,10.789698634950682,62.45306356404643,-0.8115138671909488,9.960478403629835,4.694993021084043,2,86.75952755561599,High
116,92.28763541126307,1.5210428322227287,6.819171428711166,28.095948843223944,55.425477331255884,-0.6566120137430176,1.689578325366838,4.94080400838298,4,20.136700179112324,Low
117,88.22032461394687,4.40323418368349,18.34536133155361,26.35607226299429,80.21066406519591,-0.794930923774712,5.257316125753302,5.109168249581282,1,48.32150423122729,Medium
118,51.19420353316215,6.15298025069802,8.131810747189444,39.56501276434933,53.32008950765722,0.22518561655175295,8.218563033797228,3.3799154818339257,3,61.441090596899116,Medium
119,93.55353990939867,0.8346408498938329,2.8656291740528217,10.601891496371332,49.444049393552845,-0.8115792727750124,8.100558068871102,8.915770106408505,0,60.819654107709034,Medium
120,72.36053451493905,8.824163684073387,14.29437667004072,26.882380106469416,69.14086389291387,0.5085646660704322,7.839974424978716,3.1892077687873446,3,61.525720296073,Medium
121,88.44640930984374,8.036035354415352,5.867068428820197,2.0809502011778758,55.9493065954278,-0.9589781613592177,4.140954417717198,6.97498123910567,1,61.40215493404159,Medium
122,93.7654779954096,5.052067735766382,10.509406147117863,4.545841547868776,74.58978297079884,-0.5012484240082158,5.084679301165471,5.227365886544583,2,52.85784488612575,Medium
123,59.08020849831183,9.671266152591704,13.956655710103401,0.15673499804373048,46.48662711808284,0.7813333517838144,6.354715216073232,6.876061745680193,5,66.68825132557124,High
124,46.60311547166061,4.177609792750997,18.00528222404141,39.97842724238693,76.02176075120269,0.43706263624449204,9.765465252159315,5.137489518525503,4,64.25131012308253,Medium
125,53.6761097525165,9.841103190364977,15.843823896033522,32.09094788589911,55.581309039873624,-0.8540633341486246,3.947925438446436,7.042503877553152,0,60.38144090458041,Medium
126,65.62646731757538,6.67919998803627,13.527221357454483,31.468920589341632,40.0133613938982,0.6422522089703595,9.308294989451719,7.375413056810165,4,63.300374266479665,Medium
127,89.08088595534959,6.346712732539414,13.59266364790287,20.38904301152719,46.9814831720797,-0.01392975691959042,3.424212263624447,7.143315842397869,4,36.62055121989836,Medium
128,91.64383499538062,1.65954895295785,18.91849288064173,12.002683316217597,91.34884578093018,0.6935660543376585,9.901670189263342,3.6837718881489137,4,56.12075212794098,Medium
129,40.41712783187144,8.81927758304644,5.916481949930721,6.050571378507037,87.70450515134468,0.2014795489007868,7.0323731814483255,6.941359407928108,4,77.1968638666838,High
130,70.64483815465394,4.2748968792061515,0.02224188392374815,11.386989553858546,52.848496761993026,0.36366606406571744,5.171603323226958,4.6799252967245835,1,45.92768881357512,Medium
131,65.04466018892674,1.6223340578247936,5.439091187963974,15.038848877165565,82.81045475000201,0.9870031207914163,6.520513852572444,3.172808223416001,4,40.89106335349387,Medium
132,53.326468628243816,0.1260751997575904,4.35782759253488,30.252403879211762,73.47143762456858,-0.5353289081519637,3.452780521361861,5.4889840313337235,5,34.67012605023206,Medium
133,47.19192204002097,5.597556836383825,13.236691702279963,21.586471556126096,93.39975912974282,0.2478911495227767,3.4675647176031994,5.601258616822806,4,43.09530771069934,Medium
134,60.25691028421768,5.2739962212267635,12.674231995310581,3.0993450622193075,60.54831127437325,-0.07935721988520328,2.0219908945914447,5.803044800114679,1,42.10552227872925,Medium
135,96.57458223475115,7.193536223691586,11.869227654094477,0.7211603583564896,77.48033368844442,-0.9210960941546171,2.026452679348589,7.228944992344298,3,46.43141728484233,Medium
136,59.39217592124531,8.902580530178021,0.324868864189074,4.093287181362526,43.494464733315525,-0.9710587169942699,4.129045673220202,4.8530628548547545,1,70.18180890727184,High
137,71.12743730460197,0.7940658464302952,14.57556108901295,16.419948547895174,61.793604074902326,-0.7615428443642827,7.865699301067345,4.891683078623536,5,62.58434976335065,Medium
138,82.18113753371067,7.314964903403624,6.47060824970983,37.32771668196073,93.00997136534993,0.29818348107709625,6.471740508383462,3.3633135374475636,5,46.58727730325728,Medium
139,61.81777614275764,1.8741194409758222,13.301119780132622,25.496099248368864,69.64394809475664,0.1343261758267844,1.9232610429791874,7.120927295953775,2,22.841025835346063,Low
140,98.30692496325764,8.581770531571639,11.131568570043067,32.073035995020604,55.83337268341645,0.10685912232745487,8.670128724783199,6.4069565483975035,1,60.73263588106769,Medium
141,97.74683769652668,8.19063513861656,6.8546185085581435,18.654983780181944,46.61490297207338,-0.9362864749434798,6.412308642910598,5.096550676162728,3,64.46714021380286,Medium
142,55.10693774952185,5.407937549855443,2.691525342082155,14.466643327801712,78.69405870998418,-0.061394007279985896,9.647700191063018,7.2311338735041275,2,79.36892761149538,High
143,69.83491035354312,7.102427986233115,1.888377953209619,4.336014908664909,75.46708238863496,0.8492456356850571,7.031669206700868,6.224146495361263,2,59.616621492586226,Medium
144,58.052698589006184,3.1435011318374837,16.63036666224447,35.037320887448196,60.566629248207605,-0.2048162613787068,2.5765737733376293,5.8154696752232375,0,29.77744752381484,Low
145,57.090429662648056,4.7116789893281465,18.36795084163116,31.326401161116113,92.3017743526209,0.24984493957691267,5.2640502607704,6.067947261966759,4,44.220386264940444,Medium
146,42.213216841271965,8.216368977104716,12.995760935285992,6.7247239039090045,41.22115471433177,0.5596373512462871,6.836478377924838,6.818088751602339,2,70.35704782098628,High
147,76.57386003879381,4.592651971732139,2.0686822972096675,20.490422555050422,56.70481183975042,0.5678505582837752,1.2543823094497992,6.960015627447596,2,18.553951477768578,Low
148,70.16074139373168,3.577982653254418,8.040544337764814,19.494992316849796,90.65882174647697,0.038560164790542695,1.134192377393271,4.733746914844303,5,23.459288774898987,Low
149,43.08872507499936,4.942124472502999,14.578784002103145,25.003662107461146,57.65144910756922,0.7159038908046726,2.164627005387111,3.8444601803469194,3,29.601846433748896,Low
150,56.71878785419669,8.282492524372184,15.596417680201363,37.84747575965045,53.87390586203437,-0.21724381327250608,3.2649799154092367,3.9398050871431125,2,43.654344082093765,Medium
151,94.49595315799922,3.3520804737087273,2.364372445821772,23.190857670499184,69.3821225462186,0.7773864295695967,4.8659421116860795,6.83634531541801,3,27.00035025277222,Low
152,54.37371344001835,1.737615931357438,0.0006143769076483174,21.608690671144743,85.30909624562958,-0.5195456672089094,5.386964263838095,8.237239714602756,4,51.28750726364822,Medium
153,48.693692325473386,7.120140203307807,14.2427409176121,2.0129173173865578,45.67307184830986,-0.4395671860188579,2.242248480441071,5.456977670073311,5,54.47030586327368,Medium
154,69.36716561665378,8.259782127080818,7.131923519724113,2.5162990407209573,91.86613903051548,-0.8937587516019978,7.060524212042477,4.017120961976774,0,81.49189524092381,High
155,99.13902724663603,1.0063747852353333,5.089626632365205,7.4938716530715554,83.72900846496402,0.5911636730845657,6.365242555268813,7.539614989763128,0,36.93215345266204,Medium
156,54.523316290690026,2.3987411275594472,0.2579493957905088,1.2988308676699312,49.968764055335356,-0.16588952753458885,3.650176889570442,7.9949368465166915,4,47.777615032485556,Medium
157,80.32813284435272,1.419719897609939,10.805988135229994,29.734115822800497,79.16043786589896,-0.5417667721772019,1.1229389509176282,8.2834946587258,4,18.22419881938019,Low
158,85.69717691972306,3.4794141158216663,17.023014708519636,28.933212159758526,61.17272974506564,-0.5364194447668407,1.6988312381796167,6.6409885734823995,5,24.46634184592827,Low
159,54.25825263954398,4.503509789054126,19.15263292545176,5.442249377265718,62.12620729419753,0.8027998824584663,4.525252979597555,8.164371356328509,5,45.03956025890961,Medium
160,83.69298091671158,7.4882633696330645,11.314899012265784,33.443156031811235,83.08095508413766,0.6678332009220738,2.3857691604911553,3.0924897506904463,1,22.58388446775509,Low
161,62.06698796315519,6.511475848816741,10.289226554797883,6.191441393844479,92.95316443894026,0.10706177071436662,4.391376455331738,3.6434148106171413,2,53.57339192536452,Medium
162,77.93834983561476,6.2092856747843115,1.701127709784822,12.047023479894353,46.966073006595664,0.23222160083144217,6.653643440593196,3.5554564023125925,2,57.05391182608383,Medium
163,78.01178264565368,3.523749466096544,10.977456030851995,9.9590759664546,63.13466302833507,-0.05134885889941798,5.925136850913551,7.275628105528398,2,51.330066598874566,Medium
164,72.14648104448551,8.4144755308476,7.599581579307893,14.89228394292191,66.45178844463669,-0.21666691424238227,3.080582948236548,3.417490701261474,3,47.97633408163589,Medium
165,45.4173862032645,4.712871673981645,12.142705617671538,10.186550635598476,60.697149932524866,0.830953762436663,4.0944024213287715,5.9781862347978425,1,43.36260732396574,Medium
166,90.11814973535428,9.791049380151545,7.774526957530934,19.558037057538083,59.97540180439238,-0.7487745929593959,6.526280786037855,5.836241391817735,2,68.12997720827686,High
167,59.24680389830415,6.3414213829573685,4.8059824690073345,16.296315254187416,42.87477671588781,-0.1631064205675441,8.747695252391038,4.864221141349446,3,75.84045182487644,High
168,51.19111062399125,1.2626474156450274,1.89930550456753,39.46277963117306,77.70462413094428,-0.3108761840242493,7.778920948649895,8.2224310196526,3,54.4844892334461,Medium
